110001;B4232A1M;Valid;1
110002;B42ZZMV5;Valid;1
110003;B42ZHZXL;Valid;1
110004;B42W6G3K;Valid;1
110005;B42AUM2U;Valid;1
110006;B42O1CQU;Valid;1
110007;B429UVGE;Valid;1
110008;B42IO922;Valid;1
110009;B42RVHUA;Valid;1
110010;B42YLMZX;Valid;1
110011;B42OPZAQ;Valid;1
110012;B42EJ6XK;Valid;1
110013;B42140KF;Valid;1
110014;B42ZGDSH;Valid;1
110015;B42C37B3;Valid;1
110016;B420L019;Valid;1
110017;B42D1OWU;Valid;1
110018;B42HS03D;Valid;1
110019;B42V1VUX;Valid;1
110020;B42JBNEX;Valid;1
110021;B42709FR;Valid;1
110022;B42JL32D;Valid;1
110023;B42BJYRZ;Valid;1
110024;B42E116C;Valid;1
110025;B424DPZG;Valid;1
110026;B42OOM0G;Valid;1
110027;B423GX67;Valid;1
110028;B42Y6KZI;Valid;1
110029;B42STUBE;Valid;1
110030;B426IHND;Valid;1
110031;B420H07E;Valid;1
110032;B42QX5WJ;Valid;1
110033;B42VHF79;Valid;1
110034;B42MKE1F;Valid;1
110035;B426W153;Valid;1
110036;B42CDA7G;Valid;1
110037;B42X4JF9;Valid;1
110038;B42TSJFN;Valid;1
110039;B42Y4UPD;Valid;1
110040;B42F08TJ;Valid;1
110041;B42Z51HU;Valid;1
110042;B42TDDH6;Valid;1
110043;B42VKZPC;Valid;1
110044;B42ZNCTP;Valid;1
110045;B426VB3S;Valid;1
110046;B428SH5H;Valid;1
110047;B42A7RPG;Valid;1
110048;B42JHF69;Valid;1
110049;B42GRI5Z;Valid;1
110050;B42R4W8R;Valid;1
110051;B42DI80D;Valid;1
110052;B429EZMM;Valid;1
110053;B422YG41;Valid;1
110054;B428DE1H;Valid;1
110055;B42SNV8Z;Valid;1
110056;B42E3R9Z;Valid;1
110057;B42I4E9S;Valid;1
110058;B42EHDC3;Valid;1
110059;B42Q546N;Valid;1
110060;B422BOPB;Valid;1
110061;B42NJRHG;Valid;1
110062;B42G8OEA;Valid;1
110063;B42610FR;Valid;1
110064;B4262R5A;Valid;1
110065;B429I29H;Valid;1
110066;B42LCTE5;Valid;1
110067;B42CJJ5E;Valid;1
110068;B42FUL49;Valid;1
110069;B426T9Q4;Valid;1
110070;B42QEJ4W;Valid;1
110071;B42NQQCG;Valid;1
110072;B42ADUX9;Valid;1
110073;B42WK7ET;Valid;1
110074;B42Q6BNM;Valid;1
110075;B42JCGWV;Valid;1
110076;B42ZN47O;Valid;1
110077;B425DHIJ;Valid;1
110078;B42KWJWE;Valid;1
110079;B42R1G36;Valid;1
110080;B426NXFX;Valid;1
110081;B42LKGAH;Valid;1
110082;B423JJMI;Valid;1
110083;B422UBO2;Valid;1
110084;B42E0900;Valid;1
110085;B429TBZQ;Valid;1
110086;B42N5489;Valid;1
110087;B42M2AHQ;Valid;1
110088;B42DEVK5;Valid;1
110089;B42N1VCR;Valid;1
110090;B42DP7LE;Valid;1
110091;B42GSIMY;Valid;1
110092;B42WEB2H;Valid;1
110093;B42M75EE;Valid;1
110094;B42DAVCT;Valid;1
110095;B42FKDML;Valid;1
110096;B42GOZXL;Valid;1
110097;B4263DBW;Valid;1
110098;B42C5K56;Valid;1
110099;B42SL3BD;Valid;1
110100;B42ULA32;Valid;1
110101;B42HFGNG;Valid;1
110102;B42E4G81;Valid;1
110103;B422HN9Y;Valid;1
110104;B428KI7R;Valid;1
110105;B42I5ARP;Valid;1
110106;B425R5I0;Valid;1
110107;B42W7Y05;Valid;1
110108;B425LCBL;Valid;1
110109;B42H1JLO;Valid;1
110110;B4213ONN;Valid;1
110111;B42J90BF;Valid;1
110112;B429O8O1;Valid;1
110113;B42TBRKY;Valid;1
110114;B42UTSDJ;Valid;1
110115;B4257OIR;Valid;1
110116;B42QXDM2;Valid;1
110117;B42BANS1;Valid;1
110118;B42Q5052;Valid;1
110119;B42JB7HI;Valid;1
110120;B42ILPXG;Valid;1
110121;B42IYFIY;Valid;1
110122;B4225N3C;Valid;1
110123;B42KLQZV;Valid;1
110124;B428FF07;Valid;1
110125;B4296SS9;Valid;1
110126;B42T492D;Valid;1
110127;B42VUMN6;Valid;1
110128;B42TF635;Valid;1
110129;B42P1QL2;Valid;1
110130;B420MA7E;Valid;1
110131;B42S965R;Valid;1
110132;B429NBD3;Valid;1
110133;B42GD3SE;Valid;1
110134;B42N8FBC;Valid;1
110135;B42YZJC5;Valid;1
110136;B42BDMBS;Valid;1
110137;B42VPLQ2;Valid;1
110138;B42FXF41;Valid;1
110139;B42A019V;Valid;1
110140;B421G1HM;Valid;1
110141;B42Q79Y9;Valid;1
110142;B42EK3XM;Valid;1
110143;B42DH8CK;Valid;1
110144;B42X2NN6;Valid;1
110145;B428YQ5U;Valid;1
110146;B42HRDHQ;Valid;1
110147;B42WNV60;Valid;1
110148;B42UF9Z4;Valid;1
110149;B42US77U;Valid;1
110150;B42EN5B0;Valid;1
110151;B42D7M6M;Valid;1
110152;B42X5O4L;Valid;1
110153;B425VCTU;Valid;1
110154;B42TIGRU;Valid;1
110155;B42AQ0N6;Valid;1
110156;B42MFVPK;Valid;1
110157;B422UHA2;Valid;1
110158;B42OUX1C;Valid;1
110159;B42AH2FQ;Valid;1
110160;B42ETPBJ;Valid;1
110161;B42W0F8D;Valid;1
110162;B42QOMLS;Valid;1
110163;B42NLBXD;Valid;1
110164;B4204ICF;Valid;1
110165;B42M1RSV;Valid;1
110166;B42GZOYC;Valid;1
110167;B426VIJ9;Valid;1
110168;B42TBL7Y;Valid;1
110169;B4217FGD;Valid;1
110170;B421GWFQ;Valid;1
110171;B42ZQ67W;Valid;1
110172;B42CBZZX;Valid;1
110173;B42F0D00;Valid;1
110174;B42PNU9P;Valid;1
110175;B423FC4W;Valid;1
110176;B42EBN6Z;Valid;1
110177;B42QCO4R;Valid;1
110178;B42E5WZ2;Valid;1
110179;B42NFE1E;Valid;1
110180;B42GRRLL;Valid;1
110181;B42AOQR0;Valid;1
110182;B42JZSBD;Valid;1
110183;B42V0MDC;Valid;1
110184;B42SK9U9;Valid;1
110185;B42JNVHZ;Valid;1
110186;B424N0QR;Valid;1
110187;B42ZBNZL;Valid;1
110188;B42SEKLT;Valid;1
110189;B42IP1JS;Valid;1
110190;B42VV4R7;Valid;1
110191;B42G5NUL;Valid;1
110192;B42CC2IG;Valid;1
110193;B42RROAG;Valid;1
110194;B42730E8;Valid;1
110195;B42NT47Y;Valid;1
110196;B42LVU8B;Valid;1
110197;B42IRDDZ;Valid;1
110198;B42OPBOE;Valid;1
110199;B42ETKQL;Valid;1
110200;B42UWSJY;Valid;1
110201;B42YH138;Valid;1
110202;B42B68JC;Valid;1
110203;B428QXIZ;Valid;1
110204;B42R764N;Valid;1
110205;B424PQ5R;Valid;1
110206;B42RO84C;Valid;1
110207;B42EPPFN;Valid;1
110208;B42U1NY6;Valid;1
110209;B42FETM7;Valid;1
110210;B421P2WB;Valid;1
110211;B42OOSHW;Valid;1
110212;B4261VSO;Valid;1
110213;B428E49B;Valid;1
110214;B424EEMQ;Valid;1
110215;B42T992X;Valid;1
110216;B420GQY1;Valid;1
110217;B42S8CMW;Valid;1
110218;B420BP12;Valid;1
110219;B42UJFF1;Valid;1
110220;B42CEG93;Valid;1
110221;B420468K;Valid;1
110222;B42AFWV9;Valid;1
110223;B426GIU2;Valid;1
110224;B42SKKDK;Valid;1
110225;B42CDS3U;Valid;1
110226;B421JTOL;Valid;1
110227;B421419B;Valid;1
110228;B42V470V;Valid;1
110229;B42M2N6Q;Valid;1
110230;B429NHZX;Valid;1
110231;B42HHQUH;Valid;1
110232;B42JOO5F;Valid;1
110233;B42RJOR4;Valid;1
110234;B42PQZHR;Valid;1
110235;B42BGUOW;Valid;1
110236;B42V4G3Y;Valid;1
110237;B420W49S;Valid;1
110238;B42JU03X;Valid;1
110239;B426ZBA4;Valid;1
110240;B42DN2UC;Valid;1
110241;B42D2HWO;Valid;1
110242;B42OAF0I;Valid;1
110243;B429ILZJ;Valid;1
110244;B42N8FSH;Valid;1
110245;B426C191;Valid;1
110246;B42W87SS;Valid;1
110247;B421QG3O;Valid;1
110248;B42HAL9L;Valid;1
110249;B42VG1E5;Valid;1
110250;B42QAHLK;Valid;1
110251;B429I4E6;Valid;1
110252;B42YHEWH;Valid;1
110253;B42QFOXC;Valid;1
110254;B42UTIUX;Valid;1
110255;B4264MAC;Valid;1
110256;B42X1OPH;Valid;1
110257;B42O12M3;Valid;1
110258;B42NXZEU;Valid;1
110259;B424KLJ8;Valid;1
110260;B42QQGS0;Valid;1
110261;B42I9ES5;Valid;1
110262;B4235DEC;Valid;1
110263;B429H2S7;Valid;1
110264;B4248MR2;Valid;1
110265;B42F8OOK;Valid;1
110266;B42M2W0V;Valid;1
110267;B42J1F2F;Valid;1
110268;B42F3S91;Valid;1
110269;B42G990D;Valid;1
110270;B42VH8OV;Valid;1
110271;B424X8KK;Valid;1
110272;B426R9L8;Valid;1
110273;B42K7X2Q;Valid;1
110274;B42UNR4I;Valid;1
110275;B42M5CX6;Valid;1
110276;B42KCDX9;Valid;1
110277;B42MWAFD;Valid;1
110278;B42XO9DW;Valid;1
110279;B429GCDV;Valid;1
110280;B42NM9GM;Valid;1
110281;B42VA718;Valid;1
110282;B42XD8K0;Valid;1
110283;B42DG90S;Valid;1
110284;B42BNCV8;Valid;1
110285;B42J5DE9;Valid;1
110286;B42HA39P;Valid;1
110287;B429Q24S;Valid;1
110288;B42W8SAX;Valid;1
110289;B42RMQ7M;Valid;1
110290;B42GYDMT;Valid;1
110291;B425DEHG;Valid;1
110292;B42VVJ4M;Valid;1
110293;B42PSEY9;Valid;1
110294;B421D6H1;Valid;1
110295;B42CJIFX;Valid;1
110296;B42NZ39E;Valid;1
110297;B42ZFAZ6;Valid;1
110298;B42GULXM;Valid;1
110299;B426L91D;Valid;1
110300;B42Z72VY;Valid;1
110301;B4296YUJ;Valid;1
110302;B42QV7GK;Valid;1
110303;B4217D6B;Valid;1
110304;B42CWMYD;Valid;1
110305;B423PF0X;Valid;1
110306;B42XKOG9;Valid;1
110307;B425OKQG;Valid;1
110308;B42KGLG1;Valid;1
110309;B427IPGH;Valid;1
110310;B4233QUH;Valid;1
110311;B4291XUS;Valid;1
110312;B42VZ2DR;Valid;1
110313;B42RM4JO;Valid;1
110314;B420BJX1;Valid;1
110315;B42KHCGP;Valid;1
110316;B422X6GF;Valid;1
110317;B426L207;Valid;1
110318;B4226QJX;Valid;1
110319;B4272R8N;Valid;1
110320;B42VOBXI;Valid;1
110321;B42N26T3;Valid;1
110322;B42WGPDH;Valid;1
110323;B42EOXGS;Valid;1
110324;B42WHEE6;Valid;1
110325;B42Q3F03;Valid;1
110326;B422QWRD;Valid;1
110327;B42OA8P3;Valid;1
110328;B42CJDA9;Valid;1
110329;B42H4TTC;Valid;1
110330;B42MWQHV;Valid;1
110331;B42HCR1I;Valid;1
110332;B420E68Y;Valid;1
110333;B42421MB;Valid;1
110334;B421ABWF;Valid;1
110335;B42PEWZM;Valid;1
110336;B425LMSJ;Valid;1
110337;B42VIANR;Valid;1
110338;B42ATTCK;Valid;1
110339;B421BSRA;Valid;1
110340;B42BL1N1;Valid;1
110341;B42BK2ZB;Valid;1
110342;B428OTSZ;Valid;1
110343;B42T39EP;Valid;1
110344;B42CVGRN;Valid;1
110345;B42MC282;Valid;1
110346;B425X6QR;Valid;1
110347;B424QYDP;Valid;1
110348;B42SCRW0;Valid;1
110349;B4259F6A;Valid;1
110350;B42HOOA1;Valid;1
110351;B42SLUH8;Valid;1
110352;B42ZYNDW;Valid;1
110353;B42C9JRX;Valid;1
110354;B42B6KOQ;Valid;1
110355;B429OPW2;Valid;1
110356;B42INV3X;Valid;1
110357;B425H0FO;Valid;1
110358;B421FVRU;Valid;1
110359;B42ZC6IV;Valid;1
110360;B42CFYR5;Valid;1
110361;B42X4JCQ;Valid;1
110362;B42J1Z1J;Valid;1
110363;B42SFKFL;Valid;1
110364;B42XSZK7;Valid;1
110365;B42K07AQ;Valid;1
110366;B42LZTLU;Valid;1
110367;B42X9TXR;Valid;1
110368;B42LDNSB;Valid;1
110369;B421KSER;Valid;1
110370;B42D7UTF;Valid;1
110371;B42K7JGD;Valid;1
110372;B42GSJTE;Valid;1
110373;B42LH3OX;Valid;1
110374;B420SOQR;Valid;1
110375;B42RBAXX;Valid;1
110376;B427VUGZ;Valid;1
110377;B42GDC6T;Valid;1
110378;B42XZPZC;Valid;1
110379;B429ELEK;Valid;1
110380;B429Y3IV;Valid;1
110381;B42ZGCQJ;Valid;1
110382;B42P512D;Valid;1
110383;B42T6BUR;Valid;1
110384;B42DL7ER;Valid;1
110385;B42X485Q;Valid;1
110386;B426VOKG;Valid;1
110387;B42UGB8X;Valid;1
110388;B42DDWB7;Valid;1
110389;B42FHO33;Valid;1
110390;B42VR61T;Valid;1
110391;B422ECRK;Valid;1
110392;B42T70DS;Valid;1
110393;B42EEQQU;Valid;1
110394;B42KYZIK;Valid;1
110395;B42CZ8PE;Valid;1
110396;B42KDH9Q;Valid;1
110397;B428B0GT;Valid;1
110398;B42E0S39;Valid;1
110399;B42GD5X2;Valid;1
110400;B42YQ3SE;Valid;1
110401;B42JP7OI;Valid;1
110402;B42KGFWQ;Valid;1
110403;B424FC8J;Valid;1
110404;B42O338B;Valid;1
110405;B425NF70;Valid;1
110406;B42UD6DP;Valid;1
110407;B42KHM8E;Valid;1
110408;B42AM9IL;Valid;1
110409;B4220TPQ;Valid;1
110410;B42ANTZ3;Valid;1
110411;B421SZJF;Valid;1
110412;B420NKOZ;Valid;1
110413;B42LTXBE;Valid;1
110414;B423A88K;Valid;1
110415;B4204DTQ;Valid;1
110416;B42FIE41;Valid;1
110417;B42TEN4J;Valid;1
110418;B42K99RB;Valid;1
110419;B424PDF2;Valid;1
110420;B426FGVA;Valid;1
110421;B42I1X2O;Valid;1
110422;B42L5UCH;Valid;1
110423;B42XANXV;Valid;1
110424;B42VUN56;Valid;1
110425;B426IFZS;Valid;1
110426;B42G768R;Valid;1
110427;B42W8JGU;Valid;1
110428;B42II3TM;Valid;1
110429;B42CFFS1;Valid;1
110430;B425GUWP;Valid;1
110431;B42D0CKF;Valid;1
110432;B42GVSMG;Valid;1
110433;B42AE8MD;Valid;1
110434;B42U0RFK;Valid;1
110435;B42LGH5W;Valid;1
110436;B42PHB7M;Valid;1
110437;B42QM0NU;Valid;1
110438;B42VWSLC;Valid;1
110439;B42O09SJ;Valid;1
110440;B42711GV;Valid;1
110441;B42XJ8YT;Valid;1
110442;B42IL6IZ;Valid;1
110443;B42TVEA4;Valid;1
110444;B42I9UMN;Valid;1
110445;B4221LNJ;Valid;1
110446;B42BPJHX;Valid;1
110447;B42Q1KDG;Valid;1
110448;B42TEGSA;Valid;1
110449;B42PH60Y;Valid;1
110450;B42N611W;Valid;1
110451;B42CO9QN;Valid;1
110452;B42UQEFD;Valid;1
110453;B42THCDU;Valid;1
110454;B42I6O8W;Valid;1
110455;B42TBJ91;Valid;1
110456;B42FDMO0;Valid;1
110457;B42PGWI7;Valid;1
110458;B42D6ZCF;Valid;1
110459;B42KA3KM;Valid;1
110460;B423CB17;Valid;1
110461;B42BQWCL;Valid;1
110462;B42N52P3;Valid;1
110463;B42YGUV2;Valid;1
